Molecule ChEMBL ID,Smiles,Standard Value,AlogP,Molecular Weight
CHEMBL2112403,O=C(N[C@H]1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3)[C@@H](S)Cc1ccccc1,48.0,2.0,410.5
CHEMBL90545,CC[C@@H](C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,2.0,2.61,448.46
CHEMBL92326,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc2ccccc2c1)NCP(=O)(O)O,282.0,3.95,532.53
CHEMBL2171398,Cc1ccccc1[C@H](CC(=O)O)NC(=O)c1cc(OCC2CC2)n(-c2ccccc2F)n1,27000.0,4.05,437.47
CHEMBL99861,O=C(O)[C@@H]1Cc2cccc3c2N1C(=O)C(NC(=O)C1(S)CCCC1)CC3,1000.0,1.7,374.46
CHEMBL257251,CC(C)CN(CCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O,6.0,2.68,422.42
CHEMBL273142,CC(C)(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O,5.0,2.34,416.47
CHEMBL2024267,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)c1ccccc1)C(=O)O,100000.0,-4.51,678.75
CHEMBL322069,CC(=O)SCC(C)C(=O)Nc1ccccc1,20000.0,2.54,237.32
CHEMBL298647,O=C(CN1Cc2c(Cl)cccc2NC1=O)NO,100000.0,1.19,255.66
CHEMBL378763,CCC[C@H](CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O,31.8,3.49,339.46
CHEMBL224670,COCC[C@H](CC1(C(=O)NCCCc2ccc(F)cc2)CCCC1)C(=O)O,12.6,3.56,379.47
CHEMBL212572,CCCC(CC1(C(=O)Nc2nnc(CC)s2)CCCC1)C(=O)O,60.0,3.49,339.46
CHEMBL42583,CS(=O)(=O)N[C@@H](CCCCN)C(=O)NC[C@H](CC1(C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O)CCCC1)C(=O)O,0.6,0.32,584.69
CHEMBL212771,CCCC(CC1(C(=O)Nc2cc(Cc3ccccc3)ccn2)CCCC1)C(=O)O,96.0,5.06,394.52
CHEMBL53879,C[C@H]1Oc2ccccc2N(CC(=O)O)C(=O)[C@H]1NC(=O)[C@@H](S)Cc1ccccc1,118.0,1.91,414.48
CHEMBL11227,CC(c1ccc(O)cc1)C(CS)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,9.0,2.56,389.47
CHEMBL147185,O=C1N[C@H](C(=O)O)CCCCCc2cccc(c2)C[C@@H]1CS,8.0,2.46,321.44
CHEMBL278754,O=C(N[C@@H](Cc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,2300.0,5.13,644.66
CHEMBL27110,CC(C)CC(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,7000.0,5.23,594.65
CHEMBL299639,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,6.0,2.08,398.48
CHEMBL146936,O=C(O)[C@H](Cc1ccc2c(c1)oc1ccccc12)NCP(=O)(O)O,2300.0,2.31,349.28
CHEMBL213240,CCCC(CC1(C(=O)N[C@H]2CC[C@@H](C(=O)N(C)C)CC2)CCCC1)C(=O)O,370.0,3.2,380.53
CHEMBL1829586,Cc1ccc(C[C@H](N[C@@H](CCc2ccccc2)C(=O)O)C(=O)NC[C@H](C)C(=O)O)cc1,430.0,2.42,426.51
CHEMBL211897,CCCNc1ccnc(NC(=O)C2(CC(CCC)C(=O)O)CCCC2)n1,2000.0,3.69,362.47
CHEMBL4439270,CC(C)(C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O,20.0,3.75,397.47
CHEMBL4557208,Cc1cccc(-c2ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc2)c1,1.6,3.03,369.42
CHEMBL4465277,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2ccc(F)cc2)cc1,1500.0,2.86,373.38
CHEMBL2022225,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,30000.0,-4.64,692.78
CHEMBL208888,CCCC(CC1(C(=O)Nc2cn(CC)nn2)CCCC1)C(=O)O,82.0,2.69,322.41
CHEMBL479579,CC(C)C[C@H](NP(=O)(O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,2.0,0.23,543.51
CHEMBL417326,O=C(O)Cc1c[nH]c(NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)CC(COc2ccccc2)C(=O)O)n1,218.0,4.67,527.58
CHEMBL149841,O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@@H]1CS,224.0,2.85,335.47
CHEMBL225084,COCC[C@H](CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,10.0,2.32,389.49
CHEMBL51498,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](CS)Cc2ccccc2)CCc2ccccc21,2.1,2.32,412.51
CHEMBL212374,CCCC(CC1(c2nnc(-c3ccc(=O)n(Cc4ccccc4)c3)o2)CCCC1)C(=O)O,1139.0,4.65,435.52
CHEMBL299639,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,6.1,2.08,398.48
CHEMBL10247,O=C(O)CNC(=O)C(CS)Cc1ccccc1,7.9,0.98,253.32
CHEMBL278754,O=C(N[C@@H](Cc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,1000.0,5.13,644.66
CHEMBL342091,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@@H]1CS,3.0,2.46,321.44
CHEMBL27273,CC(C)C(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,3000.0,4.84,580.62
CHEMBL24923,CC(C)[C@@H](NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,100000.0,4.84,580.62
CHEMBL282118,O=C(N[C@@H](Cc1ccccc1)P(=O)(O)CC(Cc1ccccc1)C(=O)N[C@H](Cc1ccccc1)C(=O)O)OCc1ccccc1,60000.0,5.42,628.66
CHEMBL10247,O=C(O)CNC(=O)C(CS)Cc1ccccc1,5.0,0.98,253.32
CHEMBL27164,CC(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,300.0,4.2,552.56
CHEMBL1560,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,830000.0,0.63,217.29
CHEMBL328463,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc2c(c1)OCO2)NCP(=O)(O)O,48.0,2.53,526.48
CHEMBL3633452,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(N)=O)C(=O)O,100000.0,-4.45,693.76
CHEMBL3633453,CC(=O)N[C@H]1[C@@H](OC[C@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,100000.0,-6.67,895.97
CHEMBL34427,O=C(O)Cc1csc(NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)C[C@H](COc2ccccc2)C(=O)O)n1,3.3,5.4,544.63
CHEMBL3221961,COC(=O)[C@H](CC(C)C)NC(=O)N[C@@H](CO)C(=O)O,1000000.0,-0.68,276.29
CHEMBL3221962,COC(=O)[C@H](CC(C)C)NC(=O)N[C@H](CO)C(=O)O,1000000.0,-0.68,276.29
CHEMBL3221963,CC(C)C[C@@H](CC(=O)N[C@@H](CO)C(=O)O)C(=O)O,794.33,-0.31,261.27
CHEMBL3221964,CC(C)C[C@H](CC(=O)N[C@@H](CO)C(=O)O)C(=O)O,1000000.0,-0.31,261.27
CHEMBL37861,O=C(NCc1ccccc1)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O,55000.0,1.98,390.35
CHEMBL1778535,COCC[C@H](NC1(C(=O)N[C@@H](Cc2nnc(-c3ccccc3)o2)C(=O)O)CCCC1)C(=O)O,6.0,1.24,460.49
CHEMBL299169,O=C(O)CN1CCCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C1=O,82.0,1.11,350.44
CHEMBL2062138,COCCOCC(CC1(C(=O)N[C@H]2CC[C@@H](C(=O)O)CC2)CCCC1)C(=O)Oc1ccc2c(c1)CCC2,65.0,4.07,515.65
CHEMBL37539,O=C(O)CNC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)C[C@H](COc1ccccc1)C(=O)O,5.9,3.88,461.51
CHEMBL2022228,C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,100000.0,-5.86,616.68
CHEMBL2022237,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c(F)c(F)c(F)c(F)c1F)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,100000.0,-3.94,782.73
CHEMBL346424,O=C1N[C@H](C(=O)O)CCCCc2ccccc2C[C@H]1CS,7.0,2.07,307.42
CHEMBL149841,O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@@H]1CS,27.0,2.85,335.47
CHEMBL290304,NCCc1c(NC(=O)[C@H](CC#Cc2ccccc2F)NCP(=O)(O)O)[nH]c2ccccc12,10000.0,2.28,458.43
CHEMBL289638,O=C(NCCc1ccccc1)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O,15000.0,2.16,422.37
CHEMBL27111,NCCCCC(NC(=O)C(Cc1ccccc1)CP(=O)(O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)O,100000.0,4.31,609.66
CHEMBL51780,O=C(O)CN1C(=O)[C@@H](NC(=O)[C@@H](CS)Cc2ccccc2)CSc2ccccc21,1.0,2.48,430.55
CHEMBL147847,CC(C)C[C@H](NC(=O)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O)C(=O)N[C@@H](C)C(=O)O,5800.0,0.92,503.44
CHEMBL479579,CC(C)C[C@H](NP(=O)(O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,30.0,0.23,543.51
CHEMBL379950,CCCC(CC1(c2nnc(Cc3ccccc3)o2)CCCC1)C(=O)O,3100.0,4.36,342.44
CHEMBL379563,CCCC(CC1(C(=O)Nc2nnc(-c3ccccc3)s2)CCCC1)C(=O)O,283.0,4.6,387.51
CHEMBL209493,CCCC(CC1(C(=O)Nc2nnc(C)s2)CCCC1)C(=O)O,176.0,3.24,325.43
CHEMBL3677674,C[C@H](C[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)c1ccc(C(=O)O)o1)C(=O)O,0.3,4.75,455.89
CHEMBL2022231,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1F)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,48000.0,-4.5,710.77
CHEMBL2021931,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,100000.0,-4.5,710.77
CHEMBL2022238,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,100000.0,-4.64,692.78
CHEMBL425383,Cc1ccc(S(=O)(=O)N(C)NC(=O)C2C[C@@H](S)CN2S(=O)(=O)c2ccc3ccccc3c2)cc1,39200.0,2.56,519.67
CHEMBL2022229,C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,39000.0,-3.61,676.78
CHEMBL2022230,C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,33000.0,-3.88,607.67
CHEMBL301364,O=C(O)CCN1C(=O)[C@@H](NC(=O)[C@@H](S)Cc2ccccc2)CCc2ccccc21,2.4,2.47,412.51
CHEMBL2022226,C[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,70000.0,-3.88,635.73
CHEMBL4515703,CCCCc1nc(Cl)c(CNC(=O)C(CS)CCCC)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,630.96,6.65,542.15
CHEMBL4456519,CCCOc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1.0,5.61,523.7
CHEMBL4591218,CCOc1nc(CC)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,31.62,5.47,523.7
CHEMBL4543532,CCOc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1cc(F)c(-c2ccccc2C(=O)O)cc1F,15.85,5.5,545.65
CHEMBL287896,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,400.0,1.11,350.44
CHEMBL198316,O=C(N[C@H]1Cc2ccccc2C2CCC[C@H](C(=O)O)N2C1=O)[C@H](S)Cc1ccccc1,0.08,2.78,438.55
CHEMBL328737,CC[C@H](C)C(NCC(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,200.0,2.55,412.49
CHEMBL357311,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@H]1CS,3.0,2.46,321.44
CHEMBL4067185,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,100000.0,1.6,578.59
CHEMBL36382,CC(C)[C@H](NC(=O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O)C(=O)O,6300.0,0.89,400.34
CHEMBL417507,O=C(NCCc1ccc(Br)cc1)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O,40000.0,2.78,483.27
CHEMBL448098,O=C(O)[C@H](CC#Cc1ccccc1F)NCP(=O)(O)O,11000.0,0.75,301.21
CHEMBL11495,O=C(NC(Cc1ccc(O)cc1)C(=O)O)C(CS)Cc1ccccc1,2.0,2.29,359.45
CHEMBL299946,O=C(CN1Cc2c(Cl)cccc2NS1(=O)=O)NO,100000.0,0.32,291.72
CHEMBL2029395,N=C(N)NCCC[C@H](NC(=O)[C@@H](N)CCC(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)O,100000.0,-3.38,536.59
CHEMBL225085,COCC[C@H](CC1(C(=O)NCCCc2ccc(Cl)cc2)CCCC1)C(=O)O,2.3,4.08,395.93
CHEMBL191879,CC(=O)S[C@@H]1C[C@@H](COCc2cc(F)c(F)cc2F)N(C(=O)Oc2cccc3c2OCCO3)C1,100000.0,4.31,497.49
CHEMBL93180,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccccc1)NCP(=O)(O)O,35.0,2.8,482.47
CHEMBL330507,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1cccs1)NCP(=O)(O)O,73.0,2.86,488.5
CHEMBL37527,CCCCC(C[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)Nc1nc(CC(=O)O)cs1)C(=O)O,9.8,5.52,494.61
CHEMBL4086264,CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,100000.0,1.99,592.62
CHEMBL319836,CC[C@@H](C)[C@H](S)C(=O)NC1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3,1000.0,1.8,376.48
CHEMBL37456,O=C(NCCc1ccccn1)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O,10000.0,1.55,423.36
CHEMBL177000,COC(=O)c1ccccc1NC(=O)CN(C)C(=O)C1C[C@@H](S)CN1S(=O)(=O)c1ccc2ccccc2c1,81900.0,2.78,541.65
CHEMBL1778527,CCC[C@H](NC1(C(=O)N[C@@H](Cc2nc(CC)co2)C(=O)O)CCCC1)C(=O)O,22.0,1.5,395.46
CHEMBL342091,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@@H]1CS,3.0,2.46,321.44
CHEMBL10247,O=C(O)CNC(=O)C(CS)Cc1ccccc1,4.3,0.98,253.32
CHEMBL300016,C[C@H](NC(=O)[C@@H](S)Cc1ccccc1)C(=O)N(CC(=O)O)c1ccccc1,137.0,2.15,386.47
CHEMBL93206,CC(C)(C)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,1000.0,2.61,448.46
CHEMBL100044,C[C@H](S)C(=O)NC1CCc2cccc3c2N(C1=O)[C@H](C(=O)O)C3,1000.0,0.78,334.4
CHEMBL4592467,Cc1ccccc1-c1ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc1,21.3,3.03,369.42
CHEMBL1829583,O=C(O)CCNC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NCC(=O)O,9.7,1.53,370.4
CHEMBL1829584,O=C(O)CCNC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)N[C@@H](CCc1ccccc1)C(=O)O,0.36,3.53,474.56
CHEMBL4437331,CCCCc1nc(CC(C)C)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,125.89,7.05,563.81
CHEMBL3676155,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2ccccc2)cc1,25.0,2.72,355.39
CHEMBL4475874,Nc1cccc(-c2ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc2)c1,44.0,2.3,370.41
CHEMBL416522,Cc1ccccc1C(C)C(CS)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,11.0,3.16,387.5
CHEMBL415967,O=P(O)(O)C(Cc1ccc2ccccc2c1)N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,6.9,4.64,499.51
CHEMBL146573,O=C1N[C@H](C(=O)O)CCCCCCc2ccccc2C[C@H]1CS,224.0,2.85,335.47
CHEMBL10247,O=C(O)CNC(=O)C(CS)Cc1ccccc1,4.8,0.98,253.32
CHEMBL4465325,CCOc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1.0,5.22,509.67
CHEMBL10555,O=P(O)(O)C(N[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1)c1cccc2ccccc12,,4.77,485.48
CHEMBL418704,O=P(O)(O)C(Cc1ccccc1)N[C@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,17.0,3.49,449.45
CHEMBL2024266,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,70000.0,-4.25,706.81
CHEMBL3221956,COC(=O)[C@H](CC(=O)N[C@H](CO)C(=O)O)CC(C)C,1000000.0,-0.23,275.3
CHEMBL3221957,COC(=O)[C@@H](CC(=O)N[C@H](CO)C(=O)O)CC(C)C,1000000.0,-0.23,275.3
CHEMBL211383,CCC[C@@H](CC1(C(=O)NC2(CO)Cc3ccccc3C2)CCCC1)C(=O)O,205.0,3.08,373.49
CHEMBL4564942,CCOc1ccccc1-c1ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc1,413.0,3.12,399.44
CHEMBL61566,CCCN1CCC[C@H](NC(=O)[C@@H](S)Cc2ccccc2)C(=O)N1CC(=O)O,1490.0,1.35,393.51
CHEMBL379065,CCc1nnc(NC(=O)C2(CC(CCc3ccccc3)C(=O)O)CCCC2)s1,46.0,4.32,401.53
CHEMBL290698,O=P(O)(O)CN[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nn[nH]n1,0.9,1.88,359.33
CHEMBL290868,O=C(NCCc1cccc2ccccc12)[C@H](CC#Cc1ccc(F)cc1F)NCP(=O)(O)O,6200.0,3.31,472.43
CHEMBL417007,C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O)C(=O)O,20.0,3.36,383.44
CHEMBL450935,CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1ccc2ccccc2c1)C(=O)O,4.0,1.95,402.45
CHEMBL2024268,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,70000.0,-4.93,708.78
CHEMBL4449166,CCCCc1nc(Cl)c(CNC(=O)[C@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,2.512,6.25,528.12
CHEMBL4438435,CCCCc1nc(Cl)c(CNC(=O)C(CS)C(C)c2ccccc2)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1258.93,7.26,590.19
CHEMBL4435800,CCOc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1F,0.631,5.36,527.66
CHEMBL3222111,CC(C)C[C@H](CC(=O)O)C(=O)N[C@@H](CO)C(=O)O,6309.57,-0.31,261.27
CHEMBL4438878,CCCOc1nc(CC)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,50.12,5.86,537.73
CHEMBL4442804,C[C@@H](C[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)CCC(=O)O)C(=O)O,2.0,4.01,417.89
CHEMBL3676141,COc1ccccc1-c1ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc1,4.5,2.73,385.42
CHEMBL298827,O=C(O)CNC(=O)[C@@H](CS)Cc1ccccc1,20.0,0.98,253.32
CHEMBL4456544,CCCCc1nc(C2CC2)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,125.89,6.72,547.77
CHEMBL4470834,CCCCc1nc(Cl)c(CNC(=O)C(CS)CC(C)C)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3162.28,5.98,566.18
CHEMBL4451425,CCCCc1nc(Cl)c(CNC(=O)C(CS)Cc2ccc(-c3ccccc3)cc2)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1995.26,8.36,652.26
CHEMBL4535256,CCCCc1nc(C)c(CNC(=O)[C@@H](CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,79.43,6.16,521.73
CHEMBL10247,O=C(O)CNC(=O)C(CS)Cc1ccccc1,1.995,0.98,253.32
CHEMBL4552884,CCCCc1nc(Cl)c(CNC(=O)C(CS)CC2CCCC2)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1000.0,7.04,568.18
CHEMBL3633448,N=C(N)NCCC[C@H](NC(=O)[C@H](CS)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,100000.0,-3.7,708.85
CHEMBL4459070,CCCCc1nc(Cl)c(CNC(=O)C(CS)CC2CC2)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,316.23,6.25,540.13
CHEMBL4558883,CCCCc1nc(Cl)c(CNC(=O)C(CS)Cc2ccccc2)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1995.26,6.18,600.19
CHEMBL4568554,CCCCc1nc(Cl)c(CNC(=O)C(CS)CCC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,316.23,6.89,556.17
CHEMBL4458683,CCCCc1nc(Cl)c(CNC(=O)C(CS)C(C)CC)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,1258.93,6.5,542.15
CHEMBL4463575,CCCCc1nc(Cl)c(CNC(=O)C(CS)CC(CC)CC)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,39.81,7.28,570.2
CHEMBL4534876,CCCCc1nc(Cl)c(CNC(=O)C(CS)Cc2cccc3ccccc23)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,630.96,7.85,626.22
CHEMBL4471668,CCCCc1nc(Cl)c(CNC(=O)C(CS)Cc2ccc3ccccc3c2)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,398.11,7.85,626.22
CHEMBL4447138,CCCCc1nc(CC)c(CNC(=O)[C@@H](S)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,3.162,6.16,521.73
CHEMBL3676140,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2cccc(F)c2)cc1,6.7,2.86,373.38
CHEMBL4518025,COc1cccc(-c2ccc(C[C@H](CC(=O)O)NC(=O)CCC(=O)O)cc2)c1,60.0,2.73,385.42
CHEMBL4440944,CCCCc1nc(Cl)c(CNC(=O)CNC(=O)C(CS)Cc2ccccc2)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,1258.93,5.3,657.24
CHEMBL4579452,CCCCc1nc(Cl)c(CNC(=O)C(CS)Cc2ccccc2)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,7943.28,6.7,576.16
CHEMBL4472489,CCCCc1nc(Cl)c(CNC(=O)C(CS)CC2CCCCC2)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,630.96,7.43,582.21
CHEMBL4463203,CCCCc1nc(Cl)c(CNC(=O)[C@H](CS)CC(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,39.81,6.5,542.15
CHEMBL3677671,C[C@@H](C[C@@H](Cc1ccc(-c2cccc(Cl)c2)cc1)NC(=O)c1cc(O)no1)C(=O)O,0.04,4.15,428.87
CHEMBL3221958,CC(C)C[C@H]1CC(=O)N([C@@H](CO)C(=O)O)C1=O,2511.89,-0.15,243.26
CHEMBL4443565,O=C(O)CCC(=O)N[C@@H](CC(=O)O)Cc1ccc(-c2ccccc2OC(F)(F)F)cc1,212.0,3.62,439.39
